,Name,Website,Description,Tags,Country,Computer,Phone,TwitterUsername
586,Jens van Wijhe,https://jens.ai/uses,Creative web developer and entrepreneur,"Developer, Full Stack, JavaScript, Vue.js, Angular, Ionic, Firebase, PHP, Laravel, WordPress, CSS, TailWindCSS",🇳🇱,apple,iphone,https://twitter.com/jvanwijhe
587,Derek Mohr,https://onemohrti.me/about/uses/,"Front-end development by interest, full stack development by trade","Developer, Designer, Front End, Full Stack, UX, UI, CSS, HTML, UI/UX, SCSS, Accessibility, WordPress, Illustrator, Photoshop, Traveler, Twig, CraftCMS",🇺🇸,apple,iphone,https://twitter.com/onemohrtime
588,Danilo Barion Nogueira,https://danilobarion1986.github.io/uses,"Father, developer, blog writer, classical guitar player and searching for the meaning of life!","Developer, Blogger, Speaker, Ruby, Ruby on Rails, JavaScript, React",🇧🇷,linux,android,https://twitter.com/daniloinfo86
589,Jesse James Burton,https://burtonmediainc.com/uses,"Software Developing Yogi from Alberta, Canada. Lets build the internet together.","Developer, Full Stack, Entrepreneur, Teacher, Nomadic, JavaScript, React, CSS",🇨🇦,windows,iphone,https://twitter.com/burtonmedia
590,Varun Raj Manoharan,https://varunraj.in/uses/,"Co Founder - Skcript, Typescript Ninja, I cook web apps, Google Developer Expert - Firebase","Engineer, Full Stack, Entrepreneur, JavaScript, React, Developer, Startup, Next.js, GDE, Firebase",🇮🇳,apple,iphone,https://twitter.com/zathvarun
591,Amit Dhamu,https://amitd.co/uses,"Software Engineer, Formula 1 Addict, Tech Junkie, Hip-Hop Head","Full Stack, TypeScript, JavaScript, HTML/CSS, SASS/SCSS, PHP, Bash, Python, React, AWS, JAMstack, Netlify",🇬🇧,apple,iphone,https://twitter.com/amitdhamu
592,Quentin Laffont,https://uses.qlaffont.com,"Full Stack JS Developer, Tournament Organiser, Video-Game lover","Engineer, Backend, Front End, Full Stack, Entrepreneur, JavaScript, TypeScript, React, Angular, CSS, SCSS",🇫🇷,apple,android,https://twitter.com/qlaffont
593,Akash Rajpurohit,https://akashrajpurohit.com/uses,Software Engineer,"Software Engineer, JavaScript, TypeScript, React, Next.js, Node.js, Figma, Netlify, Vercel, Cloudflare, MySQL, PostgreSQL, MongoDB, Docker, HTML, CSS",🇮🇳,apple,android,https://twitter.com/AkashWhoCodes
594,Marek Maras,https://www.marek-maras.de/uses,"Self-taught Frontend developer from Hattingen, Germany with a focus on React/Gatsby. Oh and Craft Beer is Life!","React, Styled-Components, Gatsby, Full Stack, Web Developer, Node.js, JavaScript, Laravel, WordPress, Front End, Shopify, Magento",🇪🇺,windows,iphone,https://twitter.com/marekmaras
595,Stephanie Handsteiner,https://stephfh.dev/uses,💻 Full-Stack Developer with a background in design.,"Developer, Full Stack, CSS, JavaScript, PHP, Docker, DevOps, UI, UX, Streamer",🇪🇺,apple,iphone,
596,Karl Horky,https://github.com/karlhorky/uses/blob/master/readme.md,"Founder, Teacher at https://upleveled.io","Developer, Full Stack, Backend, Front End, Entrepreneur, Teacher, Speaker, JavaScript, TypeScript, React, Node.js, CSS, HTML, GraphQL",🇦🇹,apple,android,https://twitter.com/karlhorky
597,Michael Read,https://www.michaelcread.com/uses,Full Stack Web Developer.,"Developer, HTML, CSS, JavaScript, Angular, Cordova, Java, Front End, Backend, WordPress, Full Stack",🇺🇸,apple,iphone,https://twitter.com/MichaelCRead
598,Jamie Bowman,https://www.mrjamiebowman.com/uses,"Full Stack Developer, DevOps, Infrastructure as Code, Penetration Testing, Blogger","JavaScript, Developer, React, Full Stack, CSS, Front End, Blogger, TypeScript, HTML, PHP, Engineer, Entrepreneur, Backend, Python, Angular, Web Developer, Designer, Docker, Remote, Web, Youtuber, SCSS, Ruby, DevOps, WordPress, .NET, Go, C, Ubuntu, MySQL, VS Code, ParrotOS, Kali, Terraform",🇺🇸,windows,android,https://twitter.com/mrjamiebowman
599,Mark Nenadov,https://github.com/MarkNenadov/uses,"Full stack developer in the deep south of Canada (LaSalle, Ontario)","Full Stack, Kotlin, Java, Spring, Spring Boot, Hibernate, Node.js, React, GraphQL, TypeScript, Alpine, TailWindCSS, PostgreSQL, Docker, IntelliJ, PyCharm, Python, Linux, Apache, Tomcat, AWS",🇨🇦,apple,iphone,https://twitter.com/MarkNenadov
600,Mark Mead,https://markmead.dev/uses/,Web Developer using the TALL stack,"Front End, Developer, JavaScript, Laravel, Livewire, TailWindCSS, Alpine JS, React, Vue",🇬🇧,apple,android,https://twitter.com/itsmarkmead
601,Erik Hedin,https://www.erikhedin.com/uses/,Full-stack Web Developer,"CSS, Full Stack, HTML, JavaScript, Gatsby, React, Drupal, WordPress",🇺🇸,linux,iphone,https://twitter.com/erikhedin
602,Dave Redfern,https://daveredfern.com/uses,I design and develop user‑centered experiences that deliver measurable returns.,"Designer, Design, Design Systems, Accessibility, Web Developer, Developer, JavaScript, Front End, CSS",🇬🇧,apple,iphone,https://twitter.com/daveredfern
603,Daniel Van Cuylenburg,https://danielvanc.com/uses,"Front-end Web Developer. Love all things CSS, ReactJS, GatsbyJS, NodeJS and U.I design","Developer, Full Stack, CSS, Guitarist, JavaScript, React, Gatsby",🏴󠁧󠁢󠁥󠁮󠁧󠁿,apple,iphone,https://twitter.com/danielvanc
604,Devansh Bajaj,https://devanshbajaj.dev/uses,21 | M | Front End | Web Developer | Freelancer | Android enthusiast,"Web Developer, Freelancer, Developer, JavaScript, Front End, CSS, HTML, TailWindCSS, Sass, React, Next.js, Android",🇮🇳,windows,android,https://twitter.com/devansh21db
605,Robb Knight,https://rknight.me/uses,"Developer, Podcaster, Lego Builder, Cat Owner","JavaScript, React, PHP, Laravel, Node.js, Eleventy, Indieweb, Markdown, Developer",🇬🇧,apple,iphone,
606,Danielle Mayabb,https://danielle-m.dev/uses,"Full-stack developer, Accessibility Engineer, Information Architect, Generalist","Developer, Full Stack, Front End, HTML, CSS, LESS, C#, .NET, SQL, JavaScript, Gatsby, JAMstack, Designer, Accessibility, Bootstrap",🇺🇸,windows,android,https://twitter.com/TheScifibrarian
607,Lars Magnus Klavenes,https://larsmagnus.co/uses,"Frontend engineer, designer and manager supercharging the web","Design, Front End, Full Stack, Accessibility, Engineering Manager, JavaScript, TypeScript, React, Vue.js, Svelte, Next.js, Redux, React Query, GraphQL, TailWindCSS, Figma, UX, UI",🇦🇺,apple,iphone,https://twitter.com/larrsmagnus
608,Eric Raslich,https://ericraslich.com/uses,"Boat captain, web developer, marine biologist, solving science and communication problems with web technologies.","Developer, Full Stack, Captain, Streamer, JavaScript, Vue.js, Node.js, CSS, TailWindCSS, Entrepreneur",🇺🇸,apple,iphone,https://twitter.com/rasliche
609,Agu Valeriani,https://agustinvaleriani.com/uses,"Software developer, previously more full stack, lately focused on frontend. Enjoy traveling and gaming.","Front End, React, Next.js, TypeScript, Developer, JavaScript, Web, CSS, Node.js, HTML, Web Developer, SQL, Docker, Cloud",🇩🇪,apple,android,https://twitter.com/AguValeriani
610,Richard Thames,https://richardthames.com/uses,"Emacs, podcast, and domain name enthusiast","Apollo, Architect, AWS, Cloud, Cloudflare, DevSecOps, DigitalOcean, Docker, Eleventy, Emacs, Engineer, Full Stack, GitHub, GitLab, GraphQL, Homebrew, Kubernetes, Linux, macOS, MySQL, Next.js, Security, Serverless, SQL, TailWindCSS, Terraform, UI/UX",🇺🇸,apple,iphone,https://twitter.com/richardthames
611,Albert Zhang,https://www.albertaz.com/uses,"Developer, Designer, Artist, Podcaster, Sports enthusiast.","Web Developer, Full Stack, Front End, React, Svelte, Node.js, Figma, VS Code, TypeScript, JavaScript",🇨🇳,apple,iphone,https://twitter.com/Az1992Albert
612,Michal Mazur,https://cybershu.eu/uses.html,"Backend Software Engineer, Blogger, Digital Nomad, Technical Generalist","Java, Kotlin, TypeScript, Automation, Spring, Spring Boot, Dropwizard, Python, Svelte, Rust, LLM, YML, Prompt engineering, WordPress, Bootstrap, Vue 3, JavaScript, REST, MySQL, Backend, Developer, Remote, Architecture, Software Engineer",🇵🇱,apple,android,https://twitter.com/MichalMzr
613,MG Santos,https://fullybearded.com/uses/,"Full-stack (and fully bearded) developer who loves bots, automations and building stuff ","Developer, Backend, Full Stack, JavaScript, Python, Django, React, Node.js, Next.js, MongoDB, Postgres",🇨🇭,apple,iphone,https://twitter.com/fullybearded_
614,Jesse Dyck,https://jessedyck.me/uses,Web Developer and sometimes SysAdmin.,"JavaScript, PHP, Vue.js, Full Stack, Developer, Docker",🇨🇦,apple,iphone,https://twitter.com/jessedyck
615,Josh Medeski,https://www.joshmedeski.com/uses/,Full-stack developer and content creator.,"Astro, CSS, Developer, Fish shell, Full Stack, JAMstack, Neovim, Netlify, Node.js, React, Remix, Remote, TailWindCSS, Teacher, tmux, TypeScript, Vim",🇺🇸,apple,iphone,https://twitter.com/joshmedeski
616,Maxwell Morrison,https://maxmorrison.me/uses,Continuous leaner and freelance full stack developer,"Developer, Full Stack, JavaScript, Front End, Gatsby, React, Node.js, CSS",🇬🇭,windows,android,https://twitter.com/ghkobbs
617,Tim Smith,https://timsmith.tech/uses,"Full-Stack Web Developer, Tech Enthusiast, creator, husband.","Front End, Backend, Full Stack, React, JavaScript, Gatsby, SvelteKit, Designer, Developer, UI, UX, Svelte",🇺🇸,apple,iphone,https://twitter.com/timsmith23
618,Varatep Buranintu,https://www.varatech.io/uses/,"Full Stack Software Engineer, IBM Edge UI Lead, Bridging the gap between humans and computers with beautiful experiences.","JavaScript, Developer, React, Node.js, Full Stack, TypeScript, Web Development, UI, Remote, Web, Docker, Engineer, Web Developer, Front End, 🇺🇸",🇺🇸,apple,iphone,https://twitter.com/varatep
619,Matthew Scholta,https://mattscholta.com/uses,"Passionate about quality code written for humans, unlocking developer productivity, and creating a delightful user experience.","Apollo, Automation, Backend, CSS, Developer, DevOps, Front End, Full Stack, GraphQL, JavaScript, Next.js, Node.js, React, Remix, TailWindCSS, TypeScript, Vercel",🇺🇸,apple,iphone,https://twitter.com/visormatt
620,Zilvinas Kucinskas,https://www.ziku.dev/uses/,Full Stack Ruby on Rails Engineer and Entrepreneur,"Ruby on Rails, Ruby, PostgreSQL, Terraform, Docker, TailWindCSS, JavaScript, React, Software Engineer, Full Stack, Backend, DevOps, Entrepreneur, SEO, Maker",🇱🇹,apple,iphone,https://twitter.com/zilkucinskas
621,Mihai Serban,https://www.mihaiserban.dev/uses,Software engineer in constant search for new and exciting technologies,"Engineer, Full Stack, Entrepreneur, JavaScript, React, Node.js, CSS, Vue.js, iOS",🇷🇴,apple,iphone,https://twitter.com/MihaiSerban
622,"Manassarn ""Noom"" Manoonchai",https://garden.narze.live/uses,"Coding, Productivity, Technologies, macOS, Keyboard","TypeScript, Ruby on Rails, Next.js, Svelte, Testing, VS Code, Web",🇹🇭,apple,android,https://twitter.com/narze
623,Justin Poehnelt,https://justin.poehnelt.com/uses,Software Engineer. Developer Relations. Ultrarunner.,"Web Development, Front End, Backend, Full Stack, DevRel, Remote, React, Svelte, 11ty, Node.js, TypeScript, TailWindCSS, Git, Firebase, Google Cloud Platform, Netlify",🇺🇸,apple,android,https://twitter.com/jpoehnelt
624,Angel Cruz,https://angelcruz.dev/uses,SR Backend (PHP / Laravel / WordPress) developer.,"PHP, TailWindCSS, Alpine.Js, Laravel, Livewire, JavaScript, macOS, REST, MySQL, Backend, Front End, Developer, WordPress, Remote",🇺🇾,apple,iphone,https://twitter.com/abr4xas
625,Sven Luijten,https://svenluijten.com/uses,Full stack developer for the web.,"Developer, Full Stack, Blogger, Backend, Web Developer, PHP, Laravel, Web, Open Source Software",🇳🇱,apple,iphone,https://twitter.com/svenluijten
626,Gabor Gyure,https://www.gaborgyure.com/uses,"Fullstack developer with lots of love for industry and engineering in Europe. In love with boardsports, the semantic and accessible web","Full Stack, React, Svelte, JavaScript, Next.js, Storybook, VS Code, yarn, CSS, Node.js, HTML, Open Source Software, PHP, Laravel, Statamic, TailWindCSS",🇪🇺,apple,iphone,https://twitter.com/gabikasb
627,Zlatan Stajic,https://www.zlatanstajic.com/uses,M.Sc. in Computer Science. Working as Software Developer. Creator of libraryfy.com.,"Laravel, PHP, HTML, CSS, JavaScript, TypeScript, React, Next.js, Vue.js, TailWindCSS, Material UI, Bootstrap, MySQL, PostgreSQL, Git, SVN, Linux, Ubuntu, Full Stack, Web Developer, Software Developer",🇷🇸,linux,iphone,https://twitter.com/90zlaya
628,Vega Deftwing,https://opguides.info/posts/uses/,Furry forging firmware from frustration,"Musician, Embedded, Markdown, Writer, Engineer, C, Ham",🇺🇸,linux,android,https://twitter.com/Vega_DW
629,Harry Wolff,https://hswolff.com/uses/,Front-end engineer and YouTuber ,"Engineer, Youtuber, Blogger, Front End",🇺🇸,apple,iphone,https://twitter.com/hswolff
630,Adi Purnomo,https://github.com/medival/uses/,Front End Developer x Network Engineer,"Web Development, Front End, Network Engineer, DevOps, Kubernets, UI, UX, Azure, TailWindCSS, Docker, JavaScript, Node.js, Cloud, Open Sources",🇮🇩,apple,android,https://twitter.com/lemillionee
631,Richard Zilahi,https://gist.github.com/zilahir/4aaf5907999ea53711b2d554d22b0f3f,"Full stack developer, pug enthusiast, dying for pizza","Full Stack, Engineer, Teacher, Blogger, JavaScript, Node.js, TypeScript, PHP, React, GraphQL, Gatsby",🇫🇮,apple,iphone,https://twitter.com/zilahy
632,Abul Khoyer,https://abulkhoyer.com/uses/,Web Developer and Designer,"Front End, Developer, Designer, Problem Solver, JavaScript, React, Node.js, GraphQL, REST",🇧🇩,windows,android,https://twitter.com/abulkhoyer69
633,Dominic Ruggiero,https://userexe.me/uses,Student and idiot,"Student, Node.js, JavaScript, Ubuntu",🇺🇸,linux,,https://twitter.com/user____exe
634,Jérémy Mouzin,https://jeremymouzin.com/uses,"Software Engineer, Tutorial Maker, Entrepreneur, Blogger","Engineer, Full Stack, Entrepreneur, Teacher, Youtuber, Blogger, JavaScript, Node.js",🇫🇷,apple,android,https://twitter.com/jeremymouzin
635,Dale French,https://dalefrench.dev/uses,Full Stack Developer from South Africa. Skateboarder. Front End Enthusiast.,"Full Stack, Front End, TypeScript, JavaScript, Design Systems, React, React Native, Node.js, Remote",🇿🇦,apple,android,https://twitter.com/dalefrench0
636,Matt Holovach,https://www.coloradoseodesign.com/uses.php,"Loves SEO, improving coding skills and good food","Developer, Alpine.js, PHP, JavaScript, CSS, Gulp, Perch CMS, HTML, Node.js",🇺🇸,windows,android,
637,Aditya Thebe,https://www.adityathebe.com/uses,💻 Full Stack Developer with an interest in bitcoins and blockchain.,"Developer, Linux, JavaScript, Full Stack, Node.js, Docker, Bitcoin, Blockchain, React, Angular, Gatsby",🇳🇵,linux,android,https://twitter.com/adityathebe
638,Johan Hammar,https://www.johanhammar.se/uses,Software Engineer from Sweden,"Developer, Generalist, Early Adopter, Java, Backend, Linux, Architect, DevOps, Agile, Open Source Software",🇸🇪,linux,android,https://twitter.com/johanh
639,Bryan Hickey,https://bryanjhickey.com/uses,Full stack marketer. Front-end developer. Graphic designer. Digital marketer. Craft beer nerd,"Developer, Designer, Websites, Marketing, TailWindCSS, Photoshop",🇦🇺,apple,iphone,https://twitter.com/bryanjhickey
640,Vinesh Raju,https://blog.thevinesh.com/uses/,Mobile Application developer from India with a deep focus on UX/UI.,"Front End, Developer, Problem Solver, Full Stack, Engineer, Web Developer, Designer, UI, UX, Flutter",🇮🇳,apple,iphone,https://twitter.com/theVinesh
641,Seirdy,https://seirdy.one/about/uses/,I write about and develop software to promote user autonomy.,"Accessibility, Security, Privacy, IndieWeb, Neovim, Minimalist, Nginx, Zsh, Fedora, Alpine Linux, Anime, Search engines, Git, Hugo, bubblewrap, Go, Tor, FFmpeg",🇺🇸,linux,,
642,Fabian Vallejos,https://fabianvallejos.com/uses/,"Web Developer, Amateur Photographer, Writer, Occasional Gamer & Streamer, Father of Shih Tzus","Web Developer, Full Stack, JavaScript, TypeScript, React, Angular, Node.js, Go, Photographer, Writer, Streamer",🇺🇾,apple,iphone,https://twitter.com/VallejosFab
643,Marcus Obst,https://marcus-obst.de/uses,"Webdeveloper, Music Lover","Developer, Full Stack, PHP, JavaScript, CSS, Vue.js",🇩🇪,windows,iphone,
644,Pieter Boerboom,https://www.pieterboerboom.nl/uses/,"Front-end developer, blogger, tech enthusiast","Blogger, Developer, Front End, JavaScript, Node.js, React",🇳🇱,apple,iphone,https://twitter.com/pie_tre
645,Lucas Schumacher,https://aceto.dev/uses,"Fullstack Developer, IoT & DIY Enthusiast","Developer, Full Stack, Web, React, TypeScript, JavaScript, C#",🇩🇪,windows,android,https://twitter.com/aceto_ls
646,Eihab Khan,https://eihabkhan.com/uses,Front End Engineer & UI/UX Designer,"Front End, Engineer, Developer, UI/UX, Designer, Next.js, JavaScript, TypeScript",🇲🇦,apple,iphone,https://twitter.com/eihab_khan
647,Michael Kutz,https://miku86.com/uses/,"JavaScript developer, mentor, blogger at miku86.com and dev.to/miku86","Problem Solver, Engineer, Mentor, Teacher, Blogger, Scientist, Front End, Full Stack, JavaScript, TypeScript, React, Node.js, Serverless, AWS",🇩🇪,linux,android,https://twitter.com/miku86com
648,Gift Egwuenu,https://giftegwuenu.com/uses,💻Frontend Engineer and Technical Writer.,"Developer, JAMstack, CSS, JavaScript, Data Viz, UI, UX, Youtuber",🇳🇬,apple,iphone,
649,Taisuke Mino,https://taisukemino.com/uses/,Crypto Entrepreneur,"Crypto, Developer, Founder, Writer, Ethereum, JavaScript, Solidity, React, React Native",🇯🇵,apple,iphone,
650,Thiago Avelino,https://avelino.run/uses,"🧙‍♂️ Open Source Engineer at prestd, GitHub  Star - 🏊‍♂️🚴‍♂️🏃‍♂️ Triathlete (IRONMAN distance) - 🌱 ᴘʟᴀɴᴛ-ʙᴀsᴇᴅ","Backend, Go, Python, Clojure, Racket, Emacs, Developer, GitHub Star",🇧🇷,apple,iphone,https://twitter.com/avelinorun
651,Neil Italia,https://blog.neilitalia.dev/uses/,UI/UX Designer + Front-End Developer Unicorn Combo,"JavaScript, React, Vue, Front End, Developer, UI/UX, Designer",🇺🇸,windows,iphone,
652,First Kanisorn Sutham,https://heyfirst.co/uses,"Full Stack Software Engineer, Runner, Coffeeholic","JavaScript, Full Stack, React, Node.js, Blogger, TailWindCSS, Web, Django",🇹🇭,apple,iphone,https://twitter.com/heyfirst_
653,Sebastian Remm,https://www.sebibasti.dev/uses,Coding at 04am in the morning,"Arch, Backend, CSS, DJ, Developer, Firefox, Front End, Full Stack, Git, GitHub, HTML, iTerm, JavaScript, Jetbrains, Linux, Next.js, Rails, React, Ruby, Ruby on Rails, RubyMine, Sass, Software Developer, Software Engineer, TypeScript, Web Developer, Web Development",🇩🇪,apple,iphone,
654,Marcos Mendes,https://marcosmendes.eu:2053/uses,"Technical Support Engineer, Systems Administrator, Fullstack Developer, Raspberry Pi tinker","Engineer, Web Developer, Full Stack, HTML, CSS, PHP, Laravel, JavaScript, Vue.js, MySQL, MongoDB, Linux, Ubuntu",🇵🇹,windows,android,https://twitter.com/mffmendes
655,João Pescada,https://joaopescada.com/uses,Technologist and Consultant for web apps,"Developer, Full Stack, Designer, Accessibility, Performance, JavaScript, CSS, SCSS, TypeScript, Angular, React, Node.js, PHP, Laravel, Remote",🇵🇹,apple,android,https://twitter.com/jpscd
656,Steven van Loef,https://steven.vanloef.com/uses,"Web Developer, App Developer","Developer, Full Stack, Entrepreneur, PHP, C, JavaScript, CakePHP, MySQL, Node.js, Front End, Backend, HTML, CSS",🇳🇱,apple,iphone,https://twitter.com/ludolphus
657,Talita Oliveira,https://talitaoliveira.com.br/#uses,Software Developer. Loves CSS and Javascript. Already worked with PHP and a little with JAVA.,"Front End, JavaScript, React, Node.js, CSS, Full Stack, HTML, Web Development",🇧🇷,apple,android,https://twitter.com/littacherry
658,James Mathias,https://artisticoutlaw.com/outlaw/uses,"Artist, Writer, & Outlaw","Artist, Writer, Outlaw, Designer, Developer, Illustrator, HTML, CSS, JavaScript",🇺🇸,apple,iphone,https://twitter.com/jmathias
659,Sythe Veenje,https://sythe.nl/uses,Freelance Developer & Designer,"Developer, Web, Front End, JavaScript, TailWindCSS, SCSS, HTML, Laravel, WordPress, Vue.js",🇳🇱,apple,iphone,https://twitter.com/sytheveenje
660,Michael Rolfsen,https://boldandfriendly.de/uses,Designer and Front-of-the-Front-End Dev. I suck at guitar.,"Designer, Entrepreneur, Front End, Developer, HTML, Sass, Less, CSS, JAMstack",🇩🇪,apple,iphone,https://twitter.com/michaelsupdates
661,Moisés Ñañez,https://gist.github.com/moisesnandres/f6ec9277c379d2bf33893cda02cebfaa,Programmer and musician,"JavaScript, Ruby, CSS",🇵🇪,apple,iphone,https://twitter.com/moisesnandres
662,Bill Sullivan,https://billsullivan.name/uses/,"Engineering Manager, Senior Engineer, Novice Streamer, and Occasional Entrepreneur","macOS, system76, Full Stack, Manager, Streamer, Pop!_OS, React",🇺🇸,apple,iphone,https://twitter.com/BillSullivan794
663,Nikita Karamov,https://www.kytta.dev/uses,A π-shaped Python & JavaScript developer who loves minimalism and linguistics,"Student, Full Stack, Developer, Python, Django, JavaScript, Svelte",🇩🇪,apple,android,https://twitter.com/KyttaWasHere
664,Patrik Trefil,https://patriktrefil.com/uses/,"Developer from Europe, Linux and open-source fan","HTML, CSS, JavaScripts, Hugo, Python, Linux, Open Source Software",🇪🇺,linux,iphone,https://twitter.com/PatrikTrefil
665,Charlie Say,https://www.charliesay.xyz/uses,Another bald Full Stack developer from Manchester UK,"Developer, Full Stack, TypeScript, JavaScript, GraphQL, Styled Components, SCSS, React, Next.js, Netlify, Java",🇬🇧,apple,iphone,https://twitter.com/charliesay_
666,Jeromey Balderrama,https://balderromey.com/uses/,"Web Developer, Designer, Photographer, Drummer","HTML, CSS, JavaScript, React, SQL, WordPress, PHP",🇺🇸,windows,iphone,https://twitter.com/jeromey
667,Danny de Vries,https://dandevri.es/uses,Indie maker building products for the web and lecturer @CMDamsterdam,"Developer, Designer, HTML, CSS, JavaScript, Lecturer, Teaching",🇳🇱,apple,iphone,https://twitter.com/dandevri
668,Tim Mouskhelichvili,https://timmousk.com/uses/,"Freelance Developer & Consultant from Montreal, Canada","HTML5, CSS3, JavaScript, TypeScript, Sass, Git, Node.js, React",🇨🇦,linux,android,https://twitter.com/tim_mousk
669,Gijs Nelissen,https://lifelog.be/uses,Founder of @prezly. Focussed on Product Management,"Product Manager, Remote, Entrepreneur, Blogger, Node.js, PHP, Writer, Design, Developer, TypeScript",🇧🇪,apple,iphone,https://twitter.com/digitalbase
670,Dawit Mekonnen,https://dawit.dev/uses,Full stack developer and javascript enthusiast.,"Full Stack, React, Node.js, TypeScript, Next.js, JavaScript, Express.js, VS Code, HTML, CSS, PostgreSQL, MongoDB, GraphQL, Docker, Hyper",🇪🇹,linux,android,
671,Scott Spence,https://scottspence.com/uses,"Developer, Svelte, GraphQL","Developer, Youtuber, JavaScript, Svelte, SvelteKit, Sloths, Blogger, Speaker",🇬🇧,windows,iphone,https://twitter.com/spences10
672,Trezy,https://trezy.com/uses,"Software engineer, JavaScript livestreamer, and a wannabe cyborg.","Full Stack Software Engineer, Mentor, Streamer, Blogger, Accessibility, JavaScript, CSS, Sass, Node.js, OSS, Electron, Firebase, React, Next.js",🇺🇸,apple,iphone,https://twitter.com/TrezyCodes
673,Shawn D'silva,https://www.shawndsilva.com/uses,"Full Stack Web Developer, Designer and Embedded Systems enthusiast","Developer, Full Stack, JavaScript, React, Node.js, SQL, PHP, Docker, Nginx, Laravel, Remote",🇮🇳,windows,iphone,https://twitter.com/shawndsilva97
674,Amolith,https://secluded.site/uses/,"Musician, developer, sysadmin, co-host of the Linux Lads, small business owner, and founder of not-for-profit NixNet","Full Stack, CSS, HTML, Blogger, Engineer, Entrepreneur, Web Developer, Backend, DevOps, Linux, Open Source Software, Vim, Emacs, Forgejo",🇺🇸,linux,android,
675,Rikin Patel,https://patelrikin.com/#uses,"Experienced Front-end developer, Passionate about Javascript","JavaScript, TypeScript, Developer, React, Angular, Node.js, CSS, Web Developer, UI Lead",🇺🇸,windows,iphone,https://twitter.com/rikinpatel
676,Tobias Schmidt,https://tobiasschmidt.me/uses/,Digitalisation Expert 📠,"Digital, Minimalist, HTML, CSS, JavaScript",🇩🇪,apple,android,
677,Anh Hoang Nguyen,https://hoanganh.dev/uses/,"Full-stack Developer, DevOps, SysAdmin","C, C++, C#, Python, JavaScript, webdev, photography, database, system design, DevOps, MLOps, weaboo, Linux, win32, arm64, x86-assembly",🇻🇳,apple,iphone,https://twitter.com/yeetusmagus
678,Marko Denic,https://markodenic.com/uses/,Web Developer,"Developer, Web, Full Stack, Front End, JavaScript, CSS, Vue.js, Nuxt, TailWindCSS, Backend, PHP, Laravel, WordPress",🇷🇸,linux,android,https://twitter.com/denicmarko
679,Duncan McClean,https://duncanmcclean.com/uses,"Web Developer from Glasgow, Scotland. Laravel, Statamic & Tailwind CSS","Developer, Full Stack, Blogger, PHP, Vue.js, Backend, Web Developer, Laravel, TailWindCSS, Remote, Software Engineer, VS Code, Open Source Software, macOS, Statamic",🇬🇧,apple,iphone,https://twitter.com/_duncanmcclean
680,Steve Della Valentina,https://sdv.im/uses,Frontend engineer into blogging and digital gardening.,"CSS, JavaScript, React, UX, Figma, Photoshop, Engineer, Writer",🇺🇸,apple,iphone,https://twitter.com/sdvim
681,Oleg Perchyk,https://himynameisoleg.com/uses,Web developer - also ride bmx and cook alot. :wq,"Web Developer, Full Stack, GraphQL, React, Gatsby, Vue.js, Sass, AWS, JavaScript, Remote, Accessibility, Vim",🇺🇦,apple,iphone,https://twitter.com/himynameisoleg
682,Andre Landgraf,https://andre-landgraf.cool/uses/,Passionate Fullstack Web Developer,"Developer, Full Stack, Web Developer, React, JavaScript, Gatsby, npm, Styled-Components, Node.js, Express.js, MongoDB",🇩🇪,apple,android,https://twitter.com/AndreLandgraf94
683,Diogo Ferreira,https://diogoferreira.pt/uses,Linux System Administrator and DevOps aficionado. Sometimes I write on the internet.,"Ansible, DevOps, Docker, Linux, Sysadmin",🇵🇹,windows,android,https://twitter.com/uzantonomon
684,Dan Holloran,https://danholloran.me/uses/,Full Stack Developer,"JavaScript, Developer, React, Full Stack, CSS, Node.js, Front End, TypeScript, Vue.js, HTML, Gatsby, PHP, Engineer, GraphQL, Backend, Laravel, Web Developer, Writer, Remote, DevOps, Ruby, Accessibility, WordPress, SQL, Serverless, Software Engineer, JAMstack, Mentor, Sass, Web Development, TailWindCSS, Testing, Next.js, PostgreSQL, Photographer",🇺🇸,apple,iphone,https://twitter.com/dholloran
685,Jake Jarvis,https://jarv.is/uses/,"Front-End Web Developer, Teacher, Cat Dad, World Wide Web Surfer 🏄","Developer, Front End, JavaScript, React, Node.js, CSS, Infosec, Blogger, Teacher",🇺🇸,apple,iphone,https://twitter.com/jakejarvis
686,Alvin Bryan,https://alvin.codes/uses,"Loves coding maps, graphics and games.","Developer, WebGL, D3.js, JavaScript, Writer, Mentor",🇪🇺,apple,android,https://twitter.com/alvinometric
687,Alberto Fortes,https://albertofortes.com/uses/,Senior Front-end developer with strong aesthetic sense. Building cool websites and apps as Front-end Team lead at Avallain.,"Front End, Developer, JavaScript, CSS, SCSS, Less , HTML5, React, Gatsby, GraphQL, Remote, Zeplin",🇪🇸,apple,android,https://twitter.com/albertofortes
688,Joff Tiquez,https://jofftiquez.dev/uses,Web Developer,"Web, Open Source, Vue.js, JavaScript, Nuxt.js, Quasar Framework, OSSPH",🇵🇭,apple,iphone,https://twitter.com/jrtiquez
689,Laurie Barth,https://laurieontech.com/uses/,Software Engineer and Educator,"Developer, Blogger, Speaker, Front End, JavaScript, Gatsby",🇺🇸,apple,iphone,https://twitter.com/laurieontech
